email_id,label,category,email_text
L0623,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
P0341,1,phishing,You have won a shopping voucher. Claim your reward now by visiting https://www.account-security-alert.com/verify.
P0319,1,phishing,Security alert: We detected unusual activity on your PayPal account. Confirm your identity using https://www.reward-center-online.com/verify.
P0659,1,phishing,You are eligible for an exclusive bonus. Click https://www.verify-login-now.net/verify to claim it before midnight.
P1056,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.secure-account-check.com/verify.
P0577,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.secure-account-check.com/verify.
P0489,1,phishing,You are eligible for an exclusive bonus. Click https://www.account-security-alert.com/verify to claim it before midnight.
L0839,0,legitimate,The maintenance team will inspect the office network on Thursday. No action is required from you.
P0458,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.reward-center-online.com/verify.
P1084,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.billing-confirmation.net/verify.
P0790,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.reward-center-online.com/verify.
L0785,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
L0279,0,legitimate,"Hi everyone, today's training session will begin at 3:30 PM. The meeting link is in the calendar invitation."
P0592,1,phishing,You are eligible for an exclusive bonus. Click https://www.secure-account-check.com/verify to claim it before midnight.
P0230,1,phishing,You are eligible for an exclusive bonus. Click https://www.billing-confirmation.net/verify to claim it before midnight.
P0464,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.billing-confirmation.net/verify.
L0393,0,legitimate,"Hi everyone, today's training session will begin at 11:30 AM. The meeting link is in the calendar invitation."
L0482,0,legitimate,Reminder: your appointment with IT Support is scheduled for Tuesday at 4:00 PM.
P0560,1,phishing,Important document: Please review and sign the attached form using https://www.verify-login-now.net/verify.
P0782,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.verify-login-now.net/verify.
P0382,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.account-security-alert.com/verify."
P0404,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.billing-confirmation.net/verify.
P0746,1,phishing,Your employee benefits account requires verification. Sign in at https://www.verify-login-now.net/verify.
P0509,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.billing-confirmation.net/verify."
P0018,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.verify-login-now.net/verify.
P0392,1,phishing,Important document: Please review and sign the attached form using https://www.reward-center-online.com/verify.
L0421,0,legitimate,"Hello team, the weekly project update is attached. Please review it before the meeting."
P0519,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.secure-account-check.com/verify.
P0547,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.secure-account-check.com/verify.
P0720,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.reward-center-online.com/verify.
P0292,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.verify-login-now.net/verify.
L1196,0,legitimate,Reminder: your appointment with IT Support is scheduled for Friday at 3:30 PM.
L0539,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
L0298,0,legitimate,"Hi Priya, could you please send the latest version of the report when convenient?"
P1174,1,phishing,"You have won a $1,000 bonus. Claim your reward now by visiting https://www.secure-account-check.com/verify."
L0774,0,legitimate,The maintenance team will inspect the office network on Friday. No action is required from you.
P0096,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.reward-center-online.com/verify.
P0440,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.secure-account-check.com/verify.
P0299,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.account-security-alert.com/verify.
P0386,1,phishing,You have won a free smartphone. Claim your reward now by visiting https://www.verify-login-now.net/verify.
L0530,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
L0164,0,legitimate,Your order has been shipped and is expected to arrive on Wednesday. You can track it from your account dashboard.
L0479,0,legitimate,Reminder: your appointment with Accounts is scheduled for Wednesday at 2:00 PM.
L0300,0,legitimate,"Hi Arjun, could you please send the latest version of the report when convenient?"
P0103,1,phishing,Important document: Please review and sign the attached form using https://www.reward-center-online.com/verify.
P0208,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.reward-center-online.com/verify.
P1028,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.verify-login-now.net/verify."
L0379,0,legitimate,"Hi Ananya, here are the notes from yesterday's discussion. Please share any corrections."
